DB00586	DB01124
DB01200	DB01623
DB00104	DB06791
DB01264	DB08918
DB00637	DB09063
DB00752	DB01178
DB01100	DB01232
DB01136	DB06218
DB00120	DB01097
DB00972	DB01501
DB00091	DB00316
DB00007	DB06589
DB08811	DB09072
DB00328	DB09214
DB00176	DB01200
DB00588	DB00867
DB00363	DB00501
DB00675	DB06603
DB01144	DB01353
DB00477	DB06288
DB00726	DB00780
DB00281	DB01214
DB00422	DB01577
DB00022	DB00831
DB01021	DB01224
DB02703	DB04845
DB06704	DB06711
DB00258	DB04825
DB00588	DB02703
DB06228	DB11249
DB00073	DB00363
DB00945	DB06228
DB00489	DB09282
DB00188	DB00752
DB00031	DB01166
DB01171	DB09271
DB00252	DB00396
DB01263	DB08881
DB00524	DB08935
DB00864	DB01601
DB00370	DB05246
DB00201	DB00938
DB00232	DB04876
DB00705	DB08439
DB00070	DB00764
DB00436	DB00912
DB00875	DB01560
DB00831	DB00934
DB00401	DB01353
DB00182	DB00388
DB00401	DB01351
DB06237	DB06717
DB01124	DB04876
DB00214	DB00956
DB04868	DB06702
DB00748	DB06698
DB01197	DB01377
DB00623	DB06201
DB00474	DB01017
DB00808	DB09083
DB01248	DB01263
DB00338	DB00682
DB00252	DB05294
DB00252	DB01589
DB00988	DB09082
DB00360	DB00820
DB00224	DB01394
DB00199	DB00621
DB00656	DB00831
DB00312	DB01275
DB00950	DB04924
DB01340	DB01354
DB00091	DB00681
DB01614	DB08918
DB00214	DB00752
DB01114	DB06148
DB01168	DB01560
DB08882	DB08899
DB00700	DB04868
DB00900	DB01264
DB00976	DB04908
DB00184	DB00553
DB00687	DB06412
DB08815	DB08883
DB00208	DB00806
DB00222	DB09009
DB00618	DB08795
DB01142	DB09271
DB01307	DB02901
DB00472	DB01296
DB00263	DB02703
DB00470	DB00938
DB00246	DB01255
DB00500	DB00700
DB00865	DB00871
DB00999	DB06335
DB00679	DB00706
DB00246	DB01142
DB00582	DB01215
DB00136	DB01609
DB00072	DB05109
DB00569	DB08918
DB01017	DB01198
DB00530	DB00794
DB00358	DB06695
DB00450	DB00842
DB00806	DB01087
DB00852	DB01407
DB01263	DB08877
DB00206	DB01030
DB00065	DB00569
DB00898	DB01235
DB00425	DB09048
DB00586	DB06271
DB00933	DB01142
DB00203	DB01124
DB00104	DB00436
DB00682	DB01009
DB01323	DB06605
DB01403	DB01624
DB00543	DB00761
DB00204	DB01149
DB00710	DB06723
DB00196	DB01015
DB00252	DB00732
DB00816	DB00852
DB00682	DB01060
DB00046	DB00503
DB00349	DB00363
DB00361	DB06688
DB00861	DB01021
DB00374	DB00500
DB00196	DB00370
DB00540	DB00850
DB00687	DB00999
DB00040	DB00540
DB00231	DB01041
DB00604	DB00872
DB00314	DB01082
DB08865	DB09073
DB00363	DB00924
DB00268	DB00683
DB00231	DB00653
DB00436	DB00930
DB01022	DB01083
DB01082	DB01604
DB00266	DB01406
DB00564	DB08816
DB00420	DB01071
DB00468	DB00594
DB00344	DB00503
DB00290	DB08870
DB01109	DB08813
DB00193	DB01063
DB00273	DB01148
DB00313	DB01399
DB00046	DB00246
DB00112	DB00694
DB00921	DB01017
DB00945	DB00959
DB04946	DB06204
DB00503	DB08896
DB00766	DB09268
DB00246	DB08882
DB01309	DB06719
DB04855	DB06702
DB00208	DB00679
DB00950	DB09271
DB01097	DB01281
DB00363	DB00552
DB00455	DB01173
DB00673	DB01254
DB00472	DB00904
DB01220	DB08865
DB01241	DB06777
DB06271	DB08887
DB08881	DB09036
DB00207	DB00390
DB00425	DB01238
DB09042	DB09241
DB00220	DB09143
DB00363	DB00563
DB01165	DB09071
DB00738	DB00945
DB00304	DB00682
DB00569	DB11133
DB00715	DB00780
DB00366	DB01173
DB00186	DB01589
DB00457	DB00476
DB00498	DB08816
DB01151	DB09256
DB00196	DB00771
DB00366	DB00370
DB00564	DB01058
DB00201	DB00270
DB00435	DB01198
DB00438	DB01172
DB01254	DB09143
DB08904	DB09208
DB00341	DB09271
DB00503	DB00675
DB00610	DB00988
DB00745	DB01238
DB00622	DB00820
DB00910	DB01263
DB01175	DB03619
DB00206	DB00752
DB00661	DB01268
DB00500	DB01208
DB00196	DB00499
DB00924	DB06204
DB00492	DB00700
DB00263	DB01190
DB01020	DB09048
DB01259	DB01323
DB00530	DB01254
DB00780	DB00851
DB00604	DB08820
DB00715	DB01440
DB00086	DB01399
DB00903	DB00921
DB04905	DB06212
DB00428	DB08895
DB00227	DB01320
DB00765	DB00844
DB00730	DB01087
DB06209	DB06695
DB00594	DB01192
DB00220	DB01115
DB00390	DB00479
DB00672	DB00864
DB00864	DB09075
DB00334	DB00989
DB04272	DB08976
DB01320	DB09049
DB01097	DB05679
DB00503	DB08932
DB09104	DB09267
DB00201	DB00393
DB00193	DB06201
DB00450	DB01320
DB00633	DB01354
DB00950	DB09290
DB00030	DB01224
DB00991	DB01609
DB00831	DB01403
DB00839	DB01398
DB00910	DB01211
DB00396	DB06616
DB01070	DB11126
DB05109	DB05521
DB04908	DB06695
DB00190	DB00780
DB00484	DB00502
DB00956	DB06290
DB00472	DB00806
DB00477	DB00557
DB00949	DB00956
DB01098	DB06723
DB00295	DB05271
DB00214	DB09282
DB00956	DB01012
DB00555	DB00625
DB00565	DB00595
DB00046	DB06216
DB00484	DB01114
DB00682	DB00758
DB09076	DB11315
DB00029	DB01050
DB00196	DB01590
DB01178	DB01242
DB00889	DB01069
DB00007	DB00218
DB01026	DB06723
DB01026	DB01259
DB00294	DB08867
DB00015	DB06271
DB00313	DB01242
DB01193	DB01364
DB00387	DB00831
DB01124	DB01380
DB00214	DB00476
DB00584	DB01592
DB00586	DB09214
DB01132	DB01238
DB00991	DB08976
DB00181	DB00231
DB00808	DB01124
DB00997	DB08827
DB00784	DB08976
DB00022	DB09068
DB06589	DB06723
DB00325	DB00401
DB01418	DB08918
DB00823	DB08914
DB00030	DB04574
DB00243	DB01136
DB00281	DB08881
DB01045	DB01353
DB00656	DB06684
DB00307	DB01234
DB00834	DB08875
DB00627	DB06203
DB00748	DB00972
DB01144	DB01398
DB00412	DB00752
DB00186	DB00356
DB01254	DB08816
DB00233	DB06271
DB01320	DB09039
DB00047	DB00294
DB00749	DB06696
DB00374	DB01045
DB00862	DB01613
DB00258	DB00381
DB00903	DB00994
DB01026	DB01244
DB00022	DB04946
DB00063	DB08935
DB01201	DB09291
DB00188	DB00758
DB00682	DB00754
DB00500	DB01082
DB00586	DB00705
DB00582	DB00615
DB00474	DB01045
DB00802	DB01203
DB00047	DB00503
DB00490	DB00972
DB00648	DB08932
DB00242	DB01097
DB00334	DB01306
DB00759	DB08912
DB01708	DB04574
DB00007	DB00363
DB00346	DB00384
DB00455	DB00956
DB00313	DB01045
DB01072	DB08867
DB00270	DB01065
DB00823	DB08794
DB00851	DB06643
DB01171	DB01409
DB00976	DB09102
DB01175	DB09241
DB00300	DB00369
DB00264	DB00484
DB00270	DB00607
DB00752	DB01162
DB00187	DB00312
DB00712	DB09214
DB00332	DB08897
DB00276	DB08895
DB00381	DB01397
DB00182	DB08824
DB00409	DB00472
DB04868	DB06688
DB00996	DB01211
DB00193	DB00622
DB00881	DB01059
DB04841	DB09034
DB00021	DB00334
DB00796	DB06212
DB04272	DB06695
DB01142	DB06288
DB00363	DB00550
DB01175	DB01296
DB01264	DB09262
DB00356	DB00413
DB00367	DB01323
DB01026	DB01590
DB01259	DB09065
DB01030	DB01320
DB01171	DB01233
DB01184	DB08873
DB00188	DB00458
DB06684	DB09211
DB00712	DB01395
DB01098	DB01394
DB00767	DB00953
DB00714	DB00752
DB01208	DB01268
DB00007	DB01118
DB01609	DB08864
DB01261	DB05278
DB09030	DB09054
DB00582	DB00860
DB00484	DB01355
DB00652	DB00880
DB00393	DB00951
DB00245	DB06148
DB00758	DB00912
DB01072	DB09054
DB00331	DB01306
DB00047	DB01278
DB01398	DB09030
DB00433	DB01104
DB01254	DB08933
DB00765	DB01614
DB01063	DB06700
DB01167	DB06209
DB00263	DB00586
DB00325	DB00752
DB00700	DB01264
DB00412	DB00883
DB01118	DB06616
DB00541	DB04908
DB00898	DB06283
DB01151	DB04842
DB00285	DB01364
DB00373	DB01182
DB00588	DB01072
DB00199	DB06273
DB00220	DB08882
DB00254	DB01061
DB00921	DB00996
DB00745	DB09074
DB00224	DB00238
DB00363	DB00490
DB00681	DB00684
DB01064	DB01288
DB00557	DB00972
DB06695	DB08820
DB00193	DB00999
DB00193	DB00409
DB00252	DB00501
DB00089	DB01395
DB00765	DB06204
DB00872	DB01026
DB00712	DB01609
DB00672	DB01238
DB00559	DB08827
DB00199	DB01609
DB00994	DB01330
DB00035	DB00540
DB00289	DB11124
DB00283	DB00387
DB00417	DB00618
DB00492	DB04884
DB00266	DB00375
DB00279	DB06792
DB00495	DB01211
DB00508	DB00918
DB08873	DB08903
DB00907	DB09042
DB00728	DB06696
DB00790	DB01590
DB08811	DB08900
DB00608	DB00679
DB00280	DB08907
DB00458	DB01038
DB00422	DB00519
DB00159	DB01551
DB01356	DB06288
DB01120	DB01357
DB00206	DB06616
DB00166	DB06655
DB00208	DB00317
DB00474	DB01244
DB01173	DB08883
DB00177	DB00482
DB01193	DB01579
DB00252	DB08901
DB00564	DB04953
DB00388	DB00937
DB00454	DB04842
DB00831	DB06700
DB00216	DB01224
DB01151	DB06702
DB00672	DB01224
DB00794	DB04920
DB00186	DB01440
DB00450	DB00989
DB01100	DB09290
DB01390	DB01416
DB00872	DB06702
DB00040	DB00780
DB00366	DB01075
DB00486	DB00967
DB06480	DB08827
DB00708	DB08933
DB00448	DB08864
DB01173	DB01242
DB00266	DB00713
DB00246	DB00413
DB00881	DB09026
DB00215	DB00285
DB00199	DB06207
DB00465	DB08794
DB00091	DB08899
DB00241	DB00715
DB00425	DB09072
DB00934	DB01168
DB00530	DB08912
DB04843	DB09290
DB09290	DB11181
DB00081	DB01600
DB00454	DB00734
DB01004	DB01032
DB00153	DB00277
DB00679	DB06724
DB01427	DB11110
DB02901	DB09038
DB00250	DB01032
DB01590	DB04855
DB00715	DB06153
DB00404	DB00921
DB00700	DB00834
DB01109	DB01197
DB00009	DB00861
DB00503	DB05773
DB00814	DB00945
DB00266	DB01327
DB00366	DB00387
DB01219	DB09048
DB00997	DB01136
DB00218	DB01032
DB00555	DB01035
DB00571	DB04839
DB00860	DB05521
DB00950	DB01017
DB00726	DB09036
DB00784	DB01398
DB00999	DB01356
DB00588	DB01149
DB00007	DB00450
DB00588	DB06704
DB01104	DB11249
DB08867	DB09123
DB00035	DB00959
DB00912	DB01203
DB01211	DB09075
DB01235	DB09477
DB01114	DB09072
DB00363	DB00897
DB00641	DB01026
DB00291	DB08895
DB01066	DB01418
DB00282	DB08896
DB00252	DB06201
DB01215	DB09117
DB04844	DB09065
DB00214	DB09547
DB00091	DB08822
DB00790	DB09242
DB00972	DB08815
DB00474	DB09077
DB00208	DB00715
DB01211	DB08875
DB00661	DB06207
DB00610	DB01001
DB00015	DB00788
DB00470	DB01255
DB00677	DB01048
DB00332	DB00540
DB01175	DB01356
DB00381	DB06273
DB00708	DB04861
DB00681	DB00860
DB00887	DB06696
DB00358	DB00555
DB00468	DB06203
DB00268	DB00370
DB00252	DB00949
DB00121	DB00417
DB05773	DB08895
DB00295	DB00875
DB01197	DB11354
DB00233	DB01225
DB01016	DB01380
DB00700	DB06212
DB00834	DB01224
DB00780	DB00935
DB00252	DB01267
DB00400	DB00418
DB00266	DB01583
DB00559	DB08875
DB00030	DB01015
DB00715	DB00999
DB00448	DB08931
DB00715	DB01621
DB00502	DB06204
DB01225	DB09123
DB00321	DB00488
DB00865	DB00875
DB00543	DB04842
DB00243	DB00648
DB00470	DB01223
DB00450	DB01151
DB01242	DB04842
DB00731	DB01323
DB06441	DB08794
DB01075	DB09034
DB00860	DB01306
DB00300	DB09065
DB00498	DB01050
DB00321	DB00964
DB00484	DB00540
DB06204	DB08910
DB00734	DB01255
DB00834	DB04839
DB00470	DB08899
DB00598	DB00806
DB00648	DB06212
DB00252	DB05676
DB00321	DB06707
DB00073	DB00214
DB01309	DB01395
DB05109	DB09118
DB00630	DB03615
DB00400	DB00717
DB00180	DB01601
DB00295	DB00470
DB00835	DB00895
DB00684	DB01212
DB00601	DB06698
DB00651	DB00988
DB00269	DB09075
DB01072	DB01309
DB00996	DB09407
DB00708	DB09290
DB00501	DB01115
DB00191	DB01144
DB04868	DB09118
DB00266	DB00294
DB01296	DB08976
DB00187	DB09220
DB00367	DB01120
DB00745	DB00871
DB00279	DB00472
DB00266	DB00861
DB00390	DB00728
DB00208	DB00697
DB00555	DB00765
DB00418	DB09477
DB00997	DB01156
DB00627	DB01309
DB09075	DB11249
DB00843	DB01238
DB00278	DB11249
DB00648	DB01087
DB00557	DB09118
DB00541	DB08881
DB00482	DB08912
DB00715	DB00889
DB00472	DB01069
DB00741	DB01238
DB00618	DB01053
DB00508	DB00540
DB00872	DB01609
DB00543	DB09072
DB00482	DB00682
DB00181	DB04844
DB00541	DB00872
DB01171	DB06698
DB00794	DB08907
DB01167	DB09079
DB00015	DB06779
DB00501	DB01104
DB00543	DB00933
DB00222	DB00932
DB00209	DB09271
DB00252	DB09288
DB04854	DB09208
DB00563	DB06688
DB00584	DB09026
DB06271	DB06789
DB00615	DB08815
DB00950	DB08880
DB01174	DB01427
DB04272	DB11095
DB00924	DB01278
DB00175	DB09104
DB00252	DB00904
DB00187	DB01274
DB00181	DB00575
DB00300	DB00994
DB00252	DB05812
DB00065	DB00218
DB00528	DB01201
DB00454	DB00611
DB00946	DB08918
DB01149	DB04908
DB00312	DB01173
DB00651	DB00865
DB00316	DB06704
DB01045	DB01624
DB00322	DB08895
DB00543	DB09290
DB01109	DB09070
DB00649	DB01005
DB00367	DB01072
DB00358	DB00908
DB00264	DB00502
DB00408	DB01049
DB00501	DB09039
DB00266	DB00823
DB00327	DB00486
DB00554	DB06813
DB00904	DB04844
DB00976	DB06273
DB00843	DB01158
DB00502	DB01255
DB00964	DB09220
DB00206	DB00285
DB00501	DB00884
DB00310	DB08907
DB00822	DB04339
DB00563	DB01061
DB00390	DB06218
DB04839	DB08914
DB00653	DB09300
DB00752	DB09128
DB00986	DB09300
DB00974	DB01418
DB08875	DB09063
DB01045	DB01354
DB00615	DB04835
DB00673	DB08865
DB00611	DB00695
DB09063	DB09102
DB00295	DB00747
DB00564	DB06684
DB01012	DB08820
DB00753	DB09072
DB00657	DB01016
DB00741	DB09067
DB00899	DB01041
DB00091	DB06480
DB01247	DB09242
DB01264	DB06176
DB01109	DB04839
DB01354	DB08867
DB00544	DB06643
DB00679	DB01156
DB01045	DB01232
DB00620	DB01208
DB00042	DB00408
DB00388	DB01556
DB00578	DB01017
DB00098	DB06643
DB00455	DB00653
DB00784	DB00945
DB00208	DB01207
DB00344	DB00476
DB00264	DB08893
DB00315	DB01224
DB00311	DB00813
DB00686	DB08976
DB06695	DB06754
DB00220	DB09082
DB00661	DB09065
DB06237	DB09063
DB00054	DB04574
DB00484	DB01151
DB00717	DB00930
DB00829	DB06201
DB00193	DB01356
DB00748	DB06204
DB00349	DB01223
DB01083	DB01118
DB00181	DB00418
DB00222	DB00322
DB00073	DB08822
DB00366	DB06283
DB00091	DB06290
DB00564	DB08916
DB01208	DB01418
DB00972	DB09128
DB01601	DB09272
DB00569	DB00775
DB00337	DB00987
DB00200	DB00446
DB00959	DB01174
DB01277	DB02901
DB00310	DB00707
DB00705	DB09143
DB01551	DB06711
DB00451	DB11354
DB00446	DB00682
DB00281	DB04861
DB00440	DB01043
DB00956	DB01440
DB00906	DB09036
DB00651	DB00897
DB01178	DB01253
DB00318	DB00808
DB00875	DB00998
DB00320	DB02703
DB00864	DB01024
DB00720	DB01082
DB00166	DB05278
DB06228	DB09075
DB00591	DB09063
DB01403	DB04953
DB00871	DB01021
DB00752	DB01268
DB00590	DB00996
DB00625	DB08867
DB01032	DB09288
DB00022	DB01558
DB00780	DB01359
DB01211	DB06702
DB00186	DB00312
DB00176	DB01238
DB00734	DB01306
DB00470	DB00683
DB00285	DB00668
DB00333	DB01567
DB00370	DB00653
DB00390	DB00586
DB01609	DB08867
DB00503	DB01131
DB08868	DB09547
DB03880	DB08931
DB00177	DB00752
DB00598	DB05039
DB00208	DB04908
DB00898	DB06201
DB00956	DB08912
DB00254	DB00707
DB00273	DB00979
DB00353	DB09065
DB00285	DB01267
DB00216	DB00246
DB00468	DB02901
DB00216	DB00502
DB00428	DB01097
DB00484	DB01189
DB01364	DB01556
DB00177	DB00232
DB00184	DB00951
DB00333	DB06684
DB00834	DB08912
DB00252	DB06701
DB00404	DB01173
DB01059	DB01377
DB01268	DB08870
DB00266	DB06822
DB00843	DB00875
DB06414	DB09074
DB00285	DB00968
DB00446	DB00474
DB00732	DB00843
DB00177	DB00703
DB00208	DB01609
DB00408	DB00620
DB00022	DB00195
DB00541	DB09039
DB00191	DB09042
DB00031	DB00788
DB01319	DB08907
DB06724	DB08930
DB00007	DB04876
DB00427	DB01288
DB00862	DB04871
DB01234	DB06723
DB06688	DB09036
DB00424	DB06723
DB00209	DB00332
DB08976	DB09026
DB00472	DB01071
DB00834	DB01211
DB00294	DB04908
DB00461	DB06826
DB00988	DB06714
DB00688	DB01061
DB01355	DB08907
DB00041	DB09038
DB00610	DB00945
DB00794	DB01182
DB00590	DB00872
DB00086	DB06754
DB00313	DB00495
DB00794	DB08881
DB01074	DB09104
DB00215	DB00604
DB01120	DB04946
DB00674	DB01239
DB00224	DB01018
DB00578	DB01418
DB00391	DB00420
DB01155	DB09267
DB00203	DB08820
DB00311	DB01364
DB00408	DB00674
DB00503	DB00820
DB00547	DB09067
DB00557	DB01560
DB00337	DB01101
DB06695	DB06723
DB00238	DB00603
DB00500	DB00569
DB00648	DB09063
DB00468	DB01120
DB01035	DB01264
DB00089	DB00351
DB00014	DB01184
DB00277	DB01594
DB00457	DB11124
DB00668	DB01223
DB00311	DB01144
DB00877	DB08899
DB00243	DB04868
DB00980	DB01609
DB00333	DB00932
DB00964	DB01353
DB00420	DB00422
DB00794	DB01158
DB00193	DB00224
DB00501	DB01171
DB00783	DB00932
DB00363	DB00615
DB00989	DB01614
DB00382	DB00434
DB01351	DB01427
DB00575	DB08895
DB00384	DB00573
DB00181	DB00425
DB00486	DB01407
DB09282	DB09401
DB00196	DB08875
DB00202	DB01172
DB00268	DB01233
DB00310	DB00956
DB00790	DB01143
DB01023	DB09036
DB00653	DB01595
DB00594	DB09242
DB00254	DB01351
DB00393	DB00728
DB00191	DB00734
DB01038	DB01151
DB01223	DB09054
DB00503	DB01100
DB00070	DB00687
DB00334	DB01178
DB00847	DB00898
DB01224	DB01309
DB00047	DB00864
DB01175	DB01614
DB00408	DB00989
DB06335	DB08912
DB00042	DB01591
DB00177	DB00573
DB00593	DB09034
DB00388	DB05039
DB00802	DB01254
DB00912	DB01149
DB00768	DB08893
DB06237	DB09073
DB00196	DB08932
DB00635	DB01263
DB00187	DB08865
DB00370	DB04953
DB06695	DB08976
DB00559	DB06702
DB00404	DB09048
DB00454	DB00477
DB00384	DB01029
DB00390	DB06212
DB00091	DB06616
DB00448	DB06695
DB00014	DB08907
DB00706	DB04884
DB00006	DB00078
DB00186	DB00679
DB00159	DB00321
DB00925	DB01392
DB00912	DB01590
DB01169	DB01307
DB01240	DB01418
DB00449	DB01142
DB00734	DB06204
DB00624	DB01120
DB00625	DB01173
DB01259	DB01590
DB01259	DB01263
DB00492	DB01119
DB00180	DB01264
DB00951	DB04839
DB00343	DB00997
DB00889	DB00918
DB00351	DB00569
DB00575	DB00898
DB00191	DB00679
DB00653	DB01162
DB00073	DB00966
DB06201	DB09072
DB00343	DB01394
DB00051	DB00682
DB00263	DB00582
DB01076	DB01238
DB01175	DB08794
DB04272	DB06209
DB00193	DB01367
DB00499	DB00673
DB00862	DB01203
DB00672	DB01357
DB00734	DB04861
DB00188	DB00851
DB00213	DB01133
DB00499	DB00697
DB00773	DB04905
DB01115	DB04861
DB00390	DB00461
DB00193	DB00757
DB00683	DB01323
DB00104	DB00207
DB00679	DB09118
DB00503	DB00559
DB01268	DB06273
DB06273	DB08895
DB00382	DB09128
DB00945	DB06704
DB00159	DB00635
DB09075	DB09079
DB00486	DB09555
DB00582	DB08815
DB00652	DB00653
DB00907	DB09039
DB00484	DB00737
DB00612	DB00708
DB00906	DB08883
DB01331	DB03615
DB00170	DB00755
DB04845	DB08899
DB00065	DB06779
DB00484	DB01440
DB00648	DB06708
DB00681	DB03615
DB01126	DB01149
DB00470	DB00962
DB00818	DB01173
DB00233	DB00374
DB01021	DB01119
DB01254	DB04817
DB00539	DB01201
DB00687	DB03793
DB00495	DB00787
DB00492	DB00794
DB01168	DB06643
DB01087	DB09036
DB06203	DB06791
DB00492	DB06212
DB00420	DB01104
DB00420	DB04861
DB01398	DB05278
DB01288	DB01579
DB00337	DB08879
DB00220	DB09102
DB01129	DB06701
DB01098	DB06210
DB00683	DB09072
DB01045	DB08930
DB01174	DB06201
DB00334	DB01016
DB01109	DB01551
DB01115	DB01211
DB00176	DB09211
DB08935	DB09068
DB00486	DB00867
DB01085	DB09271
DB00615	DB09068
DB00498	DB06754
DB00450	DB05246
DB00508	DB00601
DB00715	DB01050
DB01072	DB06723
DB01254	DB09118
DB00319	DB01017
DB00370	DB00601
DB01136	DB01392
DB00474	DB01203
DB00387	DB00802
DB00960	DB01353
DB01167	DB08933
DB00089	DB00665
DB00496	DB06702
DB00041	DB09077
DB01656	DB06372
DB01045	DB01067
DB00381	DB11126
DB00512	DB00861
DB00204	DB01001
DB00598	DB00961
DB00214	DB00503
DB00035	DB00344
DB00502	DB00752
DB00593	DB01255
DB00765	DB01178
DB00333	DB00887
DB09054	DB09065
DB01120	DB01276
DB01259	DB06290
DB00830	DB00945
DB00934	DB01614
DB00220	DB00393
DB00484	DB01202
DB00759	DB01604
DB00976	DB01256
DB00758	DB01427
DB08914	DB09009
DB00193	DB01200
DB01076	DB01241
DB00470	DB00988
DB00818	DB00898
DB00083	DB06282
DB00318	DB00972
DB01254	DB06273
DB00252	DB08811
DB00652	DB01173
DB00327	DB00524
DB00864	DB08933
DB01236	DB08883
DB00615	DB04868
DB00682	DB01604
DB01155	DB01273
DB02703	DB06335
DB00569	DB09079
DB00177	DB00796
DB00741	DB01016
DB00408	DB00422
DB01144	DB01560
DB01201	DB06287
DB00206	DB08883
DB00484	DB01501
DB00881	DB01017
DB00054	DB00374
DB00648	DB00897
DB00237	DB00876
DB00338	DB01576
DB00672	DB00887
DB00425	DB04908
DB00424	DB00761
DB00850	DB01238
DB00346	DB00401
DB01609	DB09065
DB00182	DB00668
DB00623	DB01142
DB00015	DB01240
DB00320	DB01233
DB00802	DB08899
DB00677	DB01151
DB00391	DB01049
DB00417	DB01082
DB01054	DB01263
DB00108	DB06287
DB00440	DB00700
DB01229	DB08933
DB00661	DB01609
DB00998	DB01403
DB01307	DB08882
DB00104	DB00889
DB00414	DB01119
DB00695	DB09083
DB00201	DB01556
DB00934	DB09072
DB01207	DB01294
DB08976	DB09214
DB00266	DB00641
DB00935	DB00937
DB00312	DB01151
DB00715	DB06690
DB04855	DB08820
DB01277	DB01306
DB00307	DB05812
DB00366	DB00402
DB00333	DB00334
DB01577	DB06413
DB00318	DB01156
DB00715	DB09167
DB00321	DB01224
DB00595	DB00653
DB00282	DB00919
DB00503	DB00921
DB00448	DB09036
DB01076	DB06695
DB00104	DB06402
DB00273	DB00311
DB06717	DB08933
DB00314	DB00919
DB00653	DB00949
DB00541	DB00780
DB01576	DB01623
DB00620	DB08882
DB00612	DB08820
DB00196	DB00495
DB01219	DB01609
DB00333	DB00420
DB00535	DB03615
DB01095	DB01320
DB01380	DB06335
DB00498	DB01166
DB00078	DB00215
DB01184	DB09118
DB00612	DB00816
DB00374	DB01357
DB01095	DB01238
DB00668	DB01577
DB00672	DB01045
DB01020	DB08931
DB00414	DB00912
DB00752	DB00968
DB00682	DB01181
DB01609	DB08816
DB00275	DB00780
DB00613	DB01062
DB00938	DB01193
DB01082	DB01607
DB00542	DB00820
DB00732	DB01023
DB00321	DB00904
DB00252	DB00401
DB00794	DB01151
DB00250	DB01609
DB01120	DB01234
DB00615	DB01395
DB00358	DB01202
DB01233	DB01623
DB08822	DB08907
DB00266	DB06605
DB01377	DB01427
DB01167	DB06287
DB06410	DB11057
DB00082	DB00854
DB00063	DB01109
DB00470	DB08897
DB01225	DB06684
DB00907	DB01182
DB00401	DB00864
DB00985	DB09076
DB00528	DB00692
DB00907	DB01064
DB00322	DB00980
DB00489	DB01614
DB01263	DB08865
DB00246	DB00331
DB00790	DB01203
DB00783	DB06404
DB00420	DB01247
DB06643	DB09029
DB01232	DB01261
DB00555	DB01083
DB00222	DB00887
DB00501	DB08934
DB00404	DB00872
DB00295	DB00486
DB00295	DB01041
DB01026	DB01215
DB01016	DB01110
DB05812	DB09071
DB00363	DB01149
DB00449	DB01200
DB00575	DB06204
DB00603	DB08794
DB00381	DB00976
DB00434	DB00557
DB00042	DB00427
DB00186	DB00201
DB00390	DB01232
DB00717	DB00834
DB00366	DB00623
DB00908	DB06290
DB01291	DB01365
DB08879	DB08902
DB06414	DB09036
DB00252	DB08899
DB00570	DB00997
DB05521	DB06605
DB00925	DB01427
DB00086	DB01240
DB00717	DB08912
DB00932	DB09036
DB01201	DB09061
DB06688	DB09053
DB00745	DB00983
DB00196	DB00884
DB00366	DB09290
DB00572	DB00898
DB00054	DB00569
DB00014	DB00697
DB00275	DB08907
DB00370	DB01171
DB00833	DB03615
DB00331	DB00443
DB00344	DB09220
DB01306	DB06663
DB00427	DB01577
DB00201	DB00610
DB01263	DB04908
DB00437	DB00993
DB00182	DB00850
DB00204	DB00679
DB00195	DB00312
DB00450	DB00950
DB00476	DB00908
DB00371	DB00484
DB01197	DB04884
DB00269	DB01232
DB02703	DB08912
DB01240	DB04272
DB00005	DB01656
DB00331	DB09128
DB00266	DB04855
DB00653	DB01208
DB00563	DB00713
DB01235	DB09077
DB00009	DB01009
DB00541	DB08934
DB00681	DB00959
DB00946	DB09075
DB00494	DB01017
DB00476	DB04884
DB00007	DB00582
DB00788	DB00864
DB00938	DB01026
DB00104	DB00537
DB00559	DB09049
DB00675	DB00872
DB00582	DB06290
DB05271	DB09118
DB00232	DB00790
DB01174	DB09073
DB08883	DB08912
DB00375	DB00973
DB00996	DB06204
DB08930	DB11248
DB04861	DB09118
DB00476	DB00661
DB00495	DB01045
DB00819	DB01397
DB00449	DB00470
DB00541	DB01211
DB01072	DB01229
DB00261	DB00945
DB00393	DB06413
DB00211	DB01001
DB00216	DB01267
DB00814	DB06695
DB00945	DB06822
DB00621	DB01285
DB06480	DB09102
DB00346	DB01319
DB00204	DB00691
DB00819	DB08907
DB00344	DB09042
DB00193	DB01560
DB00425	DB01069
DB00007	DB08881
DB00570	DB00872
DB00393	DB01174
DB00582	DB09054
DB00652	DB01017
DB00708	DB01244
DB00766	DB00798
DB00331	DB01156
DB00007	DB00714
DB00765	DB04844
DB00788	DB08976
DB00622	DB01235
DB00273	DB01043
DB00295	DB01409
DB00713	DB09268
DB00823	DB01225
DB00237	DB08883
DB00945	DB04896
DB01029	DB01353
DB00196	DB00266
DB00715	DB00752
DB00264	DB08935
DB00808	DB09242
DB00063	DB00945
DB01095	DB09064
DB00615	DB09049
DB00086	DB00712
DB00420	DB00674
DB00252	DB06401
DB00938	DB01576
DB00201	DB00313
DB00277	DB00436
DB00573	DB00946
DB00427	DB06698
DB00346	DB00622
DB00215	DB06273
DB00332	DB00334
DB00413	DB01156
DB00794	DB06769
DB06824	DB09162
DB00341	DB06698
DB00213	DB00745
DB00031	DB00328
DB00266	DB08976
DB04868	DB09143
DB01166	DB04272
DB00612	DB03128
DB00393	DB00692
DB00321	DB01620
DB00897	DB08933
