,Drug_ID,Protein_ID,label
17642,DB00795,Q15825,0
17643,DB03365,DB00537,0
17644,DB00993,DB01734,0
17645,DB04021,DB04232,0
17646,P80192,DB01099,0
17647,DB07137,DB08063,0
17648,DB05250,DB01138,0
17649,DB08537,DB00439,0
17650,DB02911,P0C0L4,0
17651,P09238,DB07619,0
17652,P35030,P21462,0
17653,DB04081,DB00653,0
17654,P25116,DB04106,0
17655,DB06770,DB03478,0
17656,DB06948,P51172,0
17657,DB03971,Q96RI1,0
17658,DB00705,P35080,0
17659,DB07139,DB02381,0
17660,P48066,DB01281,0
17661,DB02340,DB01837,0
17662,P00492,DB04889,0
17663,P05106,P42338,0
17664,DB01228,Q15375,0
17665,DB08183,DB03850,0
17666,P49247,Q9NXA8,0
17667,DB02348,DB02277,0
17668,DB07448,DB07316,0
17669,DB06213,DB07587,0
17670,DB03191,DB07789,0
17671,DB08321,DB07619,0
17672,Q15102,DB08729,0
17673,Q86W47,DB02342,0
17674,DB04101,DB08006,0
17675,DB04659,DB09202,0
17676,DB03691,O14746,0
17677,Q9Y5K3,DB00108,0
17678,DB03824,P41091,0
17679,DB07213,P19622,0
17680,DB08479,DB00745,0
17681,DB01003,Q2M3G0,0
17682,DB07128,DB00825,0
17683,DB03690,DB07974,0
17684,DB01764,P08235,0
17685,DB05824,DB07208,0
17686,DB05771,P08235,0
17687,DB05065,Q6PI48,0
17688,DB05341,DB02170,0
17689,DB00182,P49585,0
17690,DB05469,DB03983,0
17691,DB01599,DB04397,0
17692,DB07115,DB00771,0
17693,P08473,DB03801,0
17694,P11086,DB08352,0
17695,Q15185,P00326,0
17696,DB03837,DB00363,0
17697,DB07787,P13073,0
17698,DB04849,DB07792,0
17699,DB06948,DB04917,0
17700,Q16620,DB06984,0
17701,DB07688,DB03633,0
17702,DB07664,DB04327,0
17703,DB07994,DB07943,0
17704,DB07717,DB04654,0
17705,P63151,DB06480,0
17706,DB02353,DB09035,0
17707,Q96LZ3,DB06150,0
17708,DB02656,P52333,0
17709,DB09302,O14939,0
17710,DB03744,DB04739,0
17711,DB05155,P23786,0
17712,P62745,P04745,0
17713,DB00349,DB07846,0
17714,DB07100,DB02269,0
17715,O43674,DB02763,0
17716,DB06856,P46597,0
17717,DB00580,Q9BV57,0
17718,P00492,Q13427,0
17719,Q14432,DB04853,0
17720,DB01395,DB05484,0
17721,DB03466,DB00212,0
17722,P35520,O43920,0
17723,P20839,DB06603,0
17724,DB08784,DB06858,0
17725,DB07366,DB05233,0
17726,Q8N9I0,DB02014,0
17727,DB07881,DB00450,0
17728,DB00952,Q02218,0
17729,Q9H2G2,DB01969,0
17730,DB00281,P49588,0
17731,DB07053,DB08488,0
17732,P40939,DB02376,0
17733,DB02838,DB07520,0
17734,DB08159,DB07545,0
17735,DB07058,P41231,0
17736,P62508,DB00417,0
17737,DB08448,DB04397,0
17738,DB04324,DB01149,0
17739,DB01118,DB01241,0
17740,DB01961,DB04800,0
17741,DB05713,DB00953,0
17742,DB05268,DB02767,0
17743,DB01149,DB00054,0
17744,DB01640,DB01418,0
17745,P36896,P98170,0
17746,DB04841,DB06073,0
17747,O43766,DB00747,0
17748,DB04863,DB06650,0
17749,DB02341,Q9NNW7,0
17750,DB00178,DB04794,0
17751,Q86VB7,DB07916,0
17752,P11216,P10636,0
17753,DB08394,DB07474,0
17754,P48167,DB05509,0
17755,DB02633,P00740,0
17756,DB07139,DB08342,0
17757,DB00148,DB07046,0
17758,DB07102,P62714,0
17759,DB02345,P51800,0
17760,Q13882,DB01810,0
17761,DB06973,DB06841,0
17762,DB03203,DB07986,0
17763,DB00839,O75116,0
17764,DB00190,Q7RTV2,0
17765,DB03955,DB01902,0
17766,P25815,DB02354,0
17767,DB08028,DB02335,0
17768,DB00097,DB02181,0
17769,Q15031,P06576,0
17770,DB08868,P24462,0
17771,DB08468,DB08786,0
17772,P15121,DB08208,0
17773,P30838,Q99624,0
17774,DB06203,DB01579,0
17775,DB00454,DB04593,0
17776,P14210,DB07160,0
17777,DB03971,DB03749,0
17778,DB02984,DB00653,0
17779,DB00346,DB00993,0
17780,DB07930,Q9Y6K9,0
17781,P41180,DB02652,0
17782,DB05345,DB02759,0
17783,DB00578,Q8WTS6,0
17784,DB02640,P21399,0
17785,DB03506,DB05009,0
17786,O75865,DB00313,0
17787,DB07433,DB00188,0
17788,O15399,DB05332,0
17789,DB01777,DB04871,0
17790,DB04465,DB00169,0
17791,P00750,DB05510,0
17792,DB08035,DB06984,0
17793,DB05213,P46098,0
17794,DB06710,DB08163,0
17795,DB07115,P15559,0
17796,DB07433,DB02492,0
17797,Q8NBN7,Q8TF76,0
17798,DB04249,DB06919,0
17799,DB01444,P60900,0
17800,DB08330,P41250,0
17801,DB08659,DB07527,0
17802,DB01083,DB03430,0
17803,DB03809,DB07530,0
17804,P01130,DB04068,0
17805,P17568,O60939,0
17806,DB08045,P01848,0
17807,DB00382,DB01835,0
17808,DB02902,DB03383,0
17809,P30926,DB01664,0
17810,DB00636,DB03832,0
17811,O96017,DB03637,0
17812,DB07107,DB07941,0
17813,DB08413,P09669,0
17814,DB08464,DB09272,0
17815,DB01704,DB00543,0
17816,P56556,DB00172,0
17817,DB05467,P20618,0
17818,DB07227,Q9UBN7,0
17819,DB02754,DB01472,0
17820,DB04109,DB05298,0
17821,P00403,O00763,0
17822,DB03008,DB04858,0
17823,DB08246,DB07567,0
17824,Q96EB6,P22607,0
17825,DB07395,P18089,0
17826,DB03977,DB00832,0
17827,DB08082,DB02825,0
17828,O43923,DB05080,0
17829,DB05044,DB00397,0
17830,DB00455,DB00758,0
17831,P25705,DB06698,0
17832,DB00391,O75828,0
17833,DB07115,P28472,0
17834,P04118,DB07862,0
17835,DB05786,Q8IVL6,0
17836,DB05111,DB07410,0
17837,DB01651,DB04781,0
17838,DB00656,DB01992,0
17839,Q16739,P49589,0
17840,DB06894,DB01224,0
17841,P48051,P13498,0
17842,DB07351,P30542,0
17843,DB01811,P31350,0
17844,P98164,DB01048,0
17845,DB02598,DB01208,0
17846,DB00661,O43526,0
17847,DB07072,DB01394,0
17848,DB07979,P12268,0
17849,DB02933,Q15825,0
17850,DB04754,DB07181,0
17851,P18085,DB02547,0
17852,DB03747,DB04920,0
17853,DB01340,DB01131,0
17854,DB00272,DB04365,0
17855,DB07786,DB04562,0
17856,P51649,P14770,0
17857,DB00308,DB08487,0
17858,DB04372,DB04450,0
17859,DB03240,P78559,0
17860,Q9P0X4,DB04839,0
17861,P55011,DB06738,0
17862,DB07477,DB08254,0
17863,DB04997,DB02796,0
17864,P00747,P28065,0
17865,DB00421,DB01384,0
17866,DB04895,P56282,0
17867,DB00987,P49747,0
17868,DB00570,DB03566,0
17869,DB02297,DB07126,0
17870,DB00014,DB06842,0
17871,DB07022,DB00524,0
17872,Q9NVH6,Q9H1K4,0
17873,Q9Y2Z4,DB07025,0
17874,DB08553,DB04109,0
17875,DB00004,DB02610,0
17876,P28161,Q13370,0
17877,DB01257,Q13630,0
17878,DB00214,O00187,0
17879,DB08231,P06576,0
17880,DB07059,DB04355,0
17881,P48167,DB04214,0
17882,O00748,P07947,0
17883,DB07965,DB00353,0
17884,DB01011,DB08280,0
17885,DB08655,P41146,0
17886,DB08388,DB00761,0
17887,DB07195,O15382,0
17888,P08581,P16219,0
17889,DB04447,DB01241,0
17890,DB02742,DB05050,0
17891,DB02974,DB06911,0
17892,DB04643,DB07382,0
17893,P12532,O43741,0
17894,DB08631,P42574,0
17895,Q96FL8,DB05767,0
17896,Q8WWT9,DB03542,0
17897,DB01003,DB04850,0
17898,P49368,P10398,0
17899,P00734,DB08903,0
17900,P01764,DB04741,0
17901,DB04824,DB03677,0
17902,DB01950,DB08042,0
17903,DB05250,DB02696,0
17904,DB00816,Q9GZZ6,0
17905,O60894,P48357,0
17906,DB00338,P52209,0
17907,O75715,DB07662,0
17908,DB08119,DB01174,0
17909,O14786,DB08877,0
17910,DB04017,Q9BVG9,0
17911,DB07991,DB06077,0
17912,DB07644,DB04977,0
17913,DB05289,DB07263,0
17914,DB01433,DB03333,0
17915,DB03310,P21266,0
17916,DB00357,DB00071,0
17917,Q13426,P07948,0
17918,DB00346,Q9UDR5,0
17919,DB00333,P12532,0
17920,DB07919,DB05317,0
17921,DB05341,Q9Y234,0
17922,DB07815,P17600,0
17923,DB05032,DB08276,0
17924,DB00576,DB02631,0
17925,Q9UPY5,DB07198,0
17926,DB04462,DB07574,0
17927,DB05804,DB01905,0
17928,DB01396,DB04956,0
17929,P02708,DB06711,0
17930,DB09292,DB03636,0
17931,P31994,DB01388,0
17932,DB04156,Q9P0Z9,0
17933,P19099,DB04336,0
17934,DB02767,P20711,0
17935,Q9HB55,P29377,0
17936,DB02541,DB04894,0
17937,DB04988,DB08138,0
17938,DB02545,DB07654,0
17939,DB03788,P07355,0
17940,DB08596,Q00536,0
17941,DB01832,DB04576,0
17942,DB07457,O43617,0
17943,P16499,DB01288,0
17944,DB07202,DB04178,0
17945,DB04559,DB02741,0
17946,DB05676,DB07147,0
17947,DB02750,Q14353,0
17948,P05062,O95045,0
17949,DB01754,DB02825,0
17950,DB01010,DB00143,0
17951,DB04775,DB05424,0
17952,DB00592,P18847,0
17953,DB08277,DB06077,0
17954,Q9NTG7,DB04789,0
17955,DB00148,DB01812,0
17956,DB04021,DB05786,0
17957,DB00549,DB09082,0
17958,DB08766,DB03666,0
17959,DB01370,P18850,0
17960,P05062,Q9H244,0
17961,Q9H306,P08697,0
17962,DB07234,Q9UL54,0
17963,Q8IWU9,Q9Y3I0,0
17964,DB00099,DB04473,0
17965,DB09030,DB04117,0
17966,DB04630,DB07125,0
17967,DB08749,DB00961,0
17968,Q8NBQ5,Q15796,0
17969,O95263,Q96DP5,0
17970,P48736,O60494,0
17971,DB00036,P22392,0
17972,DB03019,DB07457,0
17973,P60174,DB08232,0
17974,DB04016,Q13362,0
17975,O75865,P27816,0
17976,DB08072,DB02901,0
17977,P28161,Q9NWZ5,0
17978,Q16206,DB08870,0
17979,DB05452,DB08285,0
17980,P30411,DB00502,0
17981,DB03479,DB07111,0
17982,DB04491,DB01054,0
17983,DB07314,P04745,0
17984,DB07050,DB07838,0
17985,DB00159,DB05188,0
17986,DB00744,DB04674,0
17987,P16083,DB07897,0
17988,DB06700,DB01223,0
17989,DB08692,DB01588,0
17990,DB07625,Q9UNK4,0
17991,DB00708,P19440,0
17992,P30044,DB02350,0
17993,DB08234,DB04002,0
17994,P54284,DB03256,0
17995,DB04893,DB01692,0
17996,DB00505,DB07294,0
17997,DB08296,DB07456,0
17998,DB00175,DB09039,0
17999,DB07433,DB07978,0
18000,Q14376,DB04975,0
18001,P54219,DB01174,0
18002,DB08568,DB01864,0
18003,DB02424,DB05184,0
18004,DB00367,DB05225,0
18005,DB07427,DB02288,0
18006,Q9H853,P15291,0
18007,DB01939,DB06939,0
18008,DB06616,DB02418,0
18009,DB00776,P12268,0
18010,DB07315,DB01177,0
18011,Q99928,DB08865,0
18012,Q6PI48,DB00123,0
18013,DB07255,P49761,0
18014,P51648,DB04301,0
18015,Q09470,DB02660,0
18016,Q9UDX3,O75899,0
18017,DB01396,O00222,0
18018,Q9UNI1,DB02180,0
18019,P05108,DB06089,0
18020,DB08125,DB08647,0
18021,DB01520,DB06403,0
18022,P43004,DB00745,0
18023,Q16654,P00966,0
18024,DB03814,Q08188,0
18025,DB07390,DB00186,0
18026,DB00308,DB00599,0
18027,DB03479,DB02112,0
18028,DB02236,DB01250,0
18029,Q9BZV3,DB01452,0
18030,DB08791,DB08229,0
18031,DB04829,DB01997,0
18032,P29377,DB00992,0
18033,DB02326,DB06148,0
18034,DB04630,O14874,0
18035,P06132,DB04817,0
18036,DB07292,Q9BXI2,0
18037,DB00579,DB08341,0
18038,DB05229,DB02326,0
18039,DB07652,P50416,0
18040,DB07930,DB03727,0
18041,DB09075,DB04336,0
18042,DB03626,P02768,0
18043,DB07237,DB01983,0
18044,P13688,DB03600,0
18045,Q99720,DB05066,0
18046,DB07094,P49761,0
18047,DB00492,Q9Y6F1,0
18048,DB06804,P04118,0
18049,P22310,DB08299,0
18050,DB00238,DB09048,0
18051,P52848,DB00458,0
18052,DB03206,DB05116,0
18053,DB01002,DB01137,0
18054,DB04878,P00918,0
18055,O15145,DB03801,0
18056,O94768,DB06720,0
18057,P78368,DB03095,0
18058,DB08901,DB04951,0
18059,P00492,P12235,0
18060,DB03959,DB07779,0
18061,DB05212,DB09074,0
18062,DB01439,DB07175,0
18063,P09669,DB05205,0
18064,DB06997,P54219,0
18065,P16050,DB04859,0
18066,DB02261,DB02691,0
18067,DB06401,P49720,0
18068,P16118,P10092,0
18069,P30872,P05166,0
18070,DB04594,DB07455,0
18071,P32927,DB01355,0
18072,P54577,DB07959,0
18073,Q9NUV7,DB02988,0
18074,P49765,DB04758,0
18075,DB03319,DB04453,0
18076,DB07389,DB00890,0
18077,DB00797,DB02063,0
18078,DB08802,DB01023,0
18079,DB07929,DB00106,0
18080,P08913,DB07080,0
18081,DB06822,DB00223,0
18082,P35610,DB08293,0
18083,P78417,Q96CD2,0
18084,DB07203,P48449,0
18085,DB00789,P51687,0
18086,DB00578,P35558,0
18087,DB01378,DB04194,0
18088,DB02285,Q6NUS8,0
18089,DB03693,P17302,0
18090,DB00294,Q9NR96,0
18091,DB02800,DB00893,0
18092,P40616,Q9NSE4,0
18093,DB05095,P06737,0
18094,DB03945,O43174,0
18095,DB01551,Q9NY65,0
18096,DB03824,DB01137,0
18097,DB02377,Q15800,0
18098,DB08329,DB07125,0
18099,DB07756,P20823,0
18100,DB04509,Q9H598,0
18101,DB07632,O43837,0
18102,Q9UKM7,DB01227,0
18103,DB00174,DB03484,0
18104,P34741,P18825,0
18105,DB07688,DB02638,0
18106,DB00754,DB08473,0
18107,DB02967,P00740,0
18108,Q9BZV2,DB08489,0
18109,DB03114,O94768,0
18110,DB07177,DB00435,0
18111,DB00396,DB05153,0
18112,DB06714,DB01337,0
18113,P04004,P14060,0
18114,DB04722,P16118,0
18115,DB09071,DB01431,0
18116,DB03035,P23368,0
18117,DB01132,Q9BTZ2,0
18118,O43525,DB07015,0
18119,DB08094,DB07959,0
18120,DB05895,Q9Y5N1,0
18121,DB02272,DB05240,0
18122,DB00083,P0DMS8,0
18123,Q99643,DB08270,0
18124,DB07584,DB06741,0
18125,Q6YP21,DB05249,0
18126,P27824,P50613,0
18127,DB08867,P67775,0
18128,DB08015,P17050,0
18129,DB03484,DB04272,0
18130,DB07573,Q96EY8,0
18131,Q9NSA0,DB03643,0
18132,DB05422,P31939,0
18133,P07098,P10176,0
18134,P31995,DB00420,0
18135,DB04821,P06576,0
18136,P60880,P35520,0
18137,P52848,DB00543,0
18138,P84077,P05556,0
18139,DB08899,DB03711,0
18140,DB04273,DB06228,0
18141,Q8WXI7,DB05240,0
18142,DB04657,DB00400,0
18143,DB07274,P51788,0
18144,DB07347,DB08568,0
18145,DB07195,DB00151,0
18146,DB03978,P11511,0
18147,DB02271,DB05897,0
18148,P01308,DB05469,0
18149,O60494,P30613,0
18150,DB03461,Q9UQD0,0
18151,DB00939,DB07876,0
18152,Q01362,DB00064,0
18153,P04083,DB04835,0
18154,DB04079,P23381,0
18155,P02778,DB00866,0
18156,DB03890,DB05651,0
18157,Q15111,DB00645,0
18158,DB08678,P61626,0
18159,P35869,DB01256,0
18160,DB08918,DB01240,0
18161,Q13003,DB07297,0
18162,Q9Y468,P09466,0
18163,DB08122,DB07981,0
18164,DB01442,DB05412,0
18165,DB00521,O14786,0
18166,Q8N5Z0,P17948,0
18167,DB05578,DB00680,0
18168,DB07641,O60488,0
18169,DB06833,P68871,0
18170,P02708,DB07666,0
18171,DB07476,Q8IUR0,0
18172,P05362,DB03848,0
18173,Q96LZ3,DB00344,0
18174,O60218,DB01336,0
18175,DB00466,DB01158,0
18176,DB02532,DB08838,0
18177,P07101,DB03187,0
18178,DB00528,DB00210,0
18179,DB00497,DB05740,0
18180,DB04213,O14717,0
18181,DB03003,DB02071,0
18182,Q9Y5R8,DB00310,0
18183,DB07105,P08700,0
18184,DB00376,DB08294,0
18185,DB03988,Q07021,0
18186,Q15120,P21728,0
18187,P31358,DB02596,0
18188,DB07345,DB04471,0
18189,DB02467,DB07839,0
18190,DB07586,P49257,0
18191,DB01412,DB07272,0
18192,DB03012,P22310,0
18193,DB08614,DB03994,0
18194,O75891,Q9BYV1,0
18195,DB04141,DB07540,0
18196,Q9H4M7,DB06841,0
18197,DB04676,O60896,0
18198,DB07435,O75116,0
18199,DB08341,DB07187,0
18200,DB01246,DB04223,0
18201,DB07274,P48060,0
18202,DB05739,DB01184,0
18203,DB02340,DB00535,0
18204,DB03516,DB04141,0
18205,DB08394,O60931,0
18206,Q8TET4,DB02258,0
18207,DB06096,DB09073,0
18208,DB05422,DB05122,0
18209,DB09043,DB08531,0
18210,DB07364,DB00733,0
18211,O60494,P50135,0
18212,DB00863,DB00652,0
18213,P37023,DB03115,0
18214,P19105,DB05256,0
18215,DB03909,DB08276,0
18216,DB02267,DB04260,0
18217,DB07849,DB00459,0
18218,DB08222,DB01337,0
18219,P05230,DB00366,0
18220,DB02272,Q13555,0
18221,DB01234,DB07790,0
18222,P29218,DB00771,0
18223,DB02583,DB03201,0
18224,DB08000,DB04466,0
18225,P16112,DB02850,0
18226,P55196,DB05301,0
18227,DB07421,DB00909,0
18228,DB05009,DB03128,0
18229,Q9HAN9,P68871,0
18230,DB00024,P47712,0
18231,DB05022,DB02498,0
18232,DB04753,P28702,0
18233,DB05343,DB05025,0
18234,Q6W5P4,DB07440,0
18235,DB00863,Q02641,0
18236,DB00180,Q9Y286,0
18237,DB06848,DB01101,0
18238,P30041,DB02528,0
18239,Q8NFW8,DB08251,0
18240,Q16706,DB02889,0
18241,Q95460,DB01616,0
18242,DB08162,Q9UGI6,0
18243,Q8TE23,P13995,0
18244,DB03589,DB08003,0
18245,DB03596,Q13224,0
18246,DB07821,Q9H598,0
18247,DB04617,DB08781,0
18248,P16233,DB04444,0
18249,DB04477,DB06846,0
18250,P21266,DB03120,0
18251,DB04738,DB03383,0
18252,DB08688,DB02526,0
18253,Q9UHW9,P28223,0
18254,DB05319,DB04892,0
18255,DB07278,DB01251,0
18256,DB04864,O14874,0
18257,DB00673,DB05254,0
18258,Q16739,DB02795,0
18259,DB08755,Q7Z4J2,0
18260,Q96NR8,DB00395,0
18261,O43174,DB02436,0
18262,DB06927,DB08299,0
18263,Q9NRE1,Q9BYZ2,0
18264,P12532,DB03128,0
18265,DB04454,O43526,0
18266,Q5JPH6,DB01030,0
18267,P04183,DB03585,0
18268,Q9NSA0,Q96RQ3,0
18269,DB02198,DB08338,0
18270,DB04616,Q9UI09,0
18271,DB08488,DB00630,0
18272,DB08739,DB05366,0
18273,DB05192,DB07778,0
18274,P49763,DB07232,0
18275,P51800,DB07036,0
18276,P24046,O95190,0
18277,DB08363,DB03984,0
18278,DB05171,DB01178,0
18279,DB07707,DB04665,0
18280,P02776,P41240,0
18281,DB00836,P19320,0
18282,DB02740,DB04775,0
18283,DB07549,DB07485,0
18284,DB08594,DB00976,0
18285,DB03535,DB05916,0
18286,DB04688,P28332,0
18287,DB03276,P05023,0
18288,Q07343,DB03670,0
18289,P49411,DB05900,0
18290,DB00392,DB04760,0
18291,DB03256,DB04059,0
18292,DB02047,DB04858,0
18293,DB07313,P03891,0
18294,DB06273,DB05099,0
18295,DB08608,Q16348,0
18296,Q969V6,Q92930,0
18297,DB00174,DB04853,0
18298,DB05345,P55809,0
18299,DB00715,O43570,0
18300,DB04835,DB00139,0
18301,DB01030,DB08810,0
18302,DB04775,P40306,0
18303,DB08815,DB08186,0
18304,DB04703,P03951,0
18305,P07919,P49588,0
18306,DB07613,DB07160,0
18307,DB07361,DB01929,0
18308,DB03085,DB04800,0
18309,DB02398,DB00292,0
18310,P53609,DB06080,0
18311,Q07343,DB07108,0
18312,P08069,Q99460,0
18313,DB08234,DB03809,0
18314,DB03176,DB07639,0
18315,DB00427,DB06813,0
18316,Q96FL8,DB08912,0
18317,DB05470,DB00351,0
18318,P08709,DB05694,0
18319,DB06997,Q9NR97,0
18320,DB08113,DB01215,0
18321,DB07334,DB01113,0
18322,DB08784,Q12879,0
18323,P48163,DB05395,0
18324,DB08094,DB01200,0
18325,Q8NE62,Q16644,0
18326,DB05324,DB08322,0
18327,Q9Y3D2,DB04081,0
18328,P10276,DB02077,0
18329,DB00521,P40926,0
18330,DB01284,DB03088,0
18331,DB08437,P01023,0
18332,DB07605,DB02185,0
18333,DB00178,DB02697,0
18334,DB08774,DB01218,0
18335,DB00016,DB00973,0
18336,P32321,P00740,0
18337,P23458,DB04395,0
18338,Q9NSA0,O94925,0
18339,DB04149,DB07789,0
18340,DB04152,DB07687,0
18341,DB07009,DB07702,0
18342,DB05490,DB07718,0
18343,O95665,DB08515,0
18344,P10915,DB08217,0
18345,DB08332,DB03802,0
18346,DB04446,P30519,0
18347,DB04445,P18847,0
18348,DB02236,DB07947,0
18349,P00973,Q13393,0
18350,Q05329,O43677,0
18351,Q15418,DB05495,0
18352,DB04927,P35228,0
18353,DB00659,DB08768,0
18354,DB07814,DB00678,0
18355,DB08873,DB05012,0
18356,Q9BUF5,DB00812,0
18357,P20138,DB04185,0
18358,DB08521,P18848,0
18359,P22891,P08865,0
18360,DB05115,DB04276,0
18361,O95470,Q12866,0
18362,Q14353,O60942,0
18363,DB07713,P20339,0
18364,DB00570,P50213,0
18365,DB01678,DB01241,0
18366,DB08442,Q9UGJ0,0
18367,DB06710,Q15125,0
18368,P18440,DB05449,0
18369,Q04828,DB00313,0
18370,Q6VVX0,DB08806,0
18371,P18847,DB01115,0
18372,O43741,DB05335,0
18373,Q9NPF7,Q9NYA1,0
18374,DB01099,DB00504,0
18375,Q01362,DB04753,0
18376,Q00796,O94925,0
18377,Q9BZZ2,DB08001,0
18378,DB06637,P30291,0
18379,P40926,DB08930,0
18380,DB07315,DB08904,0
18381,DB00211,DB01151,0
18382,Q8IVL5,P07998,0
18383,Q14654,DB05381,0
18384,P16422,DB05225,0
18385,DB01228,DB05455,0
18386,DB00899,DB07498,0
18387,O43920,DB01121,0
18388,P25100,P55263,0
18389,P03989,Q8TD30,0
18390,DB04470,DB04404,0
18391,DB07957,DB03194,0
18392,DB04335,DB02419,0
18393,DB06884,DB00473,0
18394,DB02924,Q92793,0
18395,DB04215,DB00222,0
18396,DB07045,DB07073,0
18397,DB02383,DB04367,0
18398,DB02716,DB00366,0
18399,P30405,DB03430,0
18400,DB00980,P20231,0
18401,DB09043,DB04876,0
18402,DB03971,DB04147,0
18403,DB02285,P47871,0
18404,DB04200,DB02109,0
18405,DB05127,DB04005,0
18406,DB04688,DB07615,0
18407,DB00477,DB00250,0
18408,DB07210,P48065,0
18409,DB01209,DB00719,0
18410,DB05094,DB00852,0
18411,DB01973,DB04857,0
18412,O96000,Q9H4B7,0
18413,DB06868,P02768,0
18414,DB04232,DB08617,0
18415,DB07548,DB00714,0
18416,DB00539,DB05470,0
18417,DB08130,DB07839,0
18418,DB07328,DB08533,0
18419,DB08497,DB00863,0
18420,DB00402,P46721,0
18421,DB03866,DB06931,0
18422,P26439,DB00704,0
18423,DB08643,DB02353,0
18424,DB07019,DB08473,0
18425,P19784,DB01207,0
18426,DB00659,DB05309,0
18427,DB09079,O95831,0
18428,P52961,DB05168,0
18429,DB03222,P41231,0
18430,P00747,DB07715,0
18431,DB03181,DB08807,0
18432,P01374,DB03864,0
18433,DB08180,O15382,0
18434,DB08140,DB07659,0
18435,P01100,DB00012,0
18436,P05106,P12429,0
18437,Q16515,P98066,0
18438,DB07539,P20309,0
18439,DB03894,P14780,0
18440,P16233,DB07844,0
18441,DB07038,P49019,0
18442,DB04786,Q6UWN8,0
18443,DB03368,P11142,0
18444,Q9UBQ6,DB04602,0
18445,DB06862,Q9Y289,0
18446,DB00967,DB07160,0
18447,DB03064,P04049,0
18448,P13861,DB03179,0
18449,P13612,DB00239,0
18450,DB04612,DB07087,0
18451,DB00364,Q14542,0
18452,DB05240,DB08954,0
18453,Q9Y6I3,DB07049,0
18454,DB07875,P05556,0
18455,DB03227,P01744,0
18456,DB02850,DB01151,0
18457,DB00861,DB06846,0
18458,DB05338,DB00091,0
18459,DB04685,P51812,0
18460,DB02300,P28070,0
18461,Q8TCU5,DB08006,0
18462,Q99062,DB00022,0
18463,Q8N0U8,DB00943,0
18464,DB06271,DB07326,0
18465,DB04929,Q02750,0
18466,P11362,DB03559,0
18467,DB07437,DB01247,0
18468,DB04606,DB05168,0
18469,DB03370,P32320,0
18470,DB00062,DB00098,0
18471,DB01062,DB01380,0
18472,DB06877,O95864,0
18473,DB08593,Q9UKU7,0
18474,DB07700,DB01169,0
18475,DB05075,DB00947,0
18476,P19835,DB04759,0
18477,Q99470,DB00694,0
18478,DB03158,DB00984,0
18479,DB01012,Q99873,0
18480,DB00614,DB02506,0
18481,Q9BZZ2,P61024,0
18482,DB00593,DB00725,0
18483,Q15759,Q9Y6L6,0
18484,DB05798,Q14494,0
18485,Q13362,DB00181,0
18486,P17707,DB02800,0
18487,DB03881,P24941,0
18488,P11086,P32297,0
18489,DB08645,P00736,0
18490,DB07344,DB00893,0
18491,O60882,DB01380,0
18492,DB07063,DB01009,0
18493,DB08063,DB03940,0
18494,DB05452,DB04703,0
18495,DB00711,DB00495,0
18496,DB01940,DB05227,0
18497,DB05864,DB05078,0
18498,DB05116,P42126,0
18499,DB04958,DB07268,0
18500,DB00313,O60674,0
18501,DB06979,DB04836,0
18502,DB09073,P52961,0
18503,DB03330,DB04258,0
18504,DB00726,DB09071,0
18505,DB08676,Q13255,0
18506,P21281,O14727,0
18507,DB08695,DB03439,0
18508,DB07801,DB02757,0
18509,DB00551,DB00356,0
18510,DB00288,DB05578,0
18511,DB02107,P49221,0
18512,P04629,DB04932,0
18513,DB06996,Q9UQM7,0
18514,P08172,O94760,0
18515,DB08356,DB02568,0
18516,DB00437,DB01966,0
18517,DB07415,P48357,0
18518,DB03782,P78348,0
18519,DB07139,P11586,0
18520,P11473,DB01712,0
18521,DB01130,P08254,0
18522,DB03732,DB08677,0
18523,DB03807,DB06984,0
18524,Q8N142,DB05745,0
18525,DB07632,DB06870,0
18526,P14210,DB03367,0
18527,DB03951,DB00143,0
18528,DB05466,P43003,0
18529,Q9UGM1,P0CG22,0
18530,DB00539,DB01309,0
18531,P17707,P69905,0
18532,DB06947,DB01950,0
18533,P05230,DB03893,0
18534,DB07524,DB08165,0
18535,Q09470,DB07987,0
18536,Q13231,Q9BVA1,0
18537,DB04043,P07602,0
18538,Q14832,P12259,0
18539,DB00617,DB04180,0
18540,DB00433,P49019,0
18541,DB00830,O15392,0
18542,DB00678,Q96PR1,0
18543,DB07702,DB06928,0
18544,DB00452,DB00651,0
18545,DB05501,DB03650,0
18546,Q92769,DB01339,0
18547,O00519,DB00322,0
18548,DB01181,DB03397,0
18549,DB07065,P02763,0
18550,DB07230,P48169,0
18551,DB01625,P29508,0
18552,P29120,DB00887,0
18553,Q9HB55,DB08141,0
18554,DB02110,DB01951,0
18555,P61927,DB07107,0
18556,DB00421,Q9Y234,0
18557,DB00723,DB00962,0
18558,P21266,DB08377,0
18559,Q9Y646,P55769,0
18560,Q99928,DB01737,0
18561,DB03934,Q9UNQ0,0
18562,Q9Y4U1,Q16445,0
18563,DB00696,P05166,0
18564,DB01325,Q9Y6M4,0
18565,DB07297,DB07048,0
18566,P05019,DB00842,0
18567,DB02714,DB00028,0
18568,DB08491,DB04868,0
18569,O15403,DB00622,0
18570,DB00872,Q13258,0
18571,DB07116,DB07286,0
18572,P04141,DB04703,0
18573,DB07979,P00488,0
18574,P11217,DB07127,0
18575,DB00680,DB02697,0
18576,DB01202,DB02143,0
